"","X","common_name","scientific_name","recordist_name","recording_length","Date","TYPE","xc_id","Time","Country","Download_link","genus","file_dir"
"1316",1316,"Melanesian Megapode","Megapodius eremita","Frank Lambert","0:27","2015-09-15","song","XC291028","15:17","Solomon Islands","https://xeno-canto.org/291028/download","Megapodius","mp3s/Megapodius1315.mp3"
"1317",1317,"Melanesian Megapode","Megapodius eremita eremita","David Gibbs","0:03","1994-01-00","song","XC70961","?","Solomon Islands","https://xeno-canto.org/70961/download","Megapodius","mp3s/Megapodius1316.mp3"
"1318",1318,"Melanesian Megapode","Megapodius eremita","Ethan Linck","0:09","2017-11-08","call","XC392936","08:00","Solomon Islands","https://xeno-canto.org/392936/download","Megapodius","mp3s/Megapodius1317.mp3"
"1319",1319,"Melanesian Megapode","Megapodius eremita","Frank Lambert","1:21","2015-09-20","call, song","XC289749","06:49","Solomon Islands","https://xeno-canto.org/289749/download","Megapodius","mp3s/Megapodius1318.mp3"
"1320",1320,"Melanesian Megapode","Megapodius eremita eremita","David Gibbs","0:17","1993-00-00","song","XC70454","?","Papua New Guinea","https://xeno-canto.org/70454/download","Megapodius","mp3s/Megapodius1319.mp3"
"1321",1321,"Melanesian Megapode","Megapodius eremita","Niels Krabbe","0:32","2006-12-18","song","XC32961","12:15","Solomon Islands","https://xeno-canto.org/32961/download","Megapodius","mp3s/Megapodius1320.mp3"
"1322",1322,"Melanesian Megapode","Megapodius eremita","Niels Krabbe","0:22","2006-12-16","song","XC32960","11:15","Solomon Islands","https://xeno-canto.org/32960/download","Megapodius","mp3s/Megapodius1321.mp3"
"1323",1323,"Melanesian Megapode","Megapodius eremita","Niels Krabbe","1:40","2006-12-15","song","XC32959","05:50","Solomon Islands","https://xeno-canto.org/32959/download","Megapodius","mp3s/Megapodius1322.mp3"
"1324",1324,"Vanuatu Megapode","Megapodius layardi","Todd Mark","0:12","2015-11-01","call","XC301696","10:30","Vanuatu","https://xeno-canto.org/301696/download","Megapodius","mp3s/Megapodius1323.mp3"
"1325",1325,"Vanuatu Megapode","Megapodius layardi","Todd Mark","0:06","2015-11-01","call","XC301695","10:30","Vanuatu","https://xeno-canto.org/301695/download","Megapodius","mp3s/Megapodius1324.mp3"
"1326",1326,"Vanuatu Megapode","Megapodius layardi","Phil Gregory","1:39","2010-03-13","call","XC45609","1630","Vanuatu","https://xeno-canto.org/45609/download","Megapodius","mp3s/Megapodius1325.mp3"
"1327",1327,"New Guinea Scrubfowl","Megapodius decollatus","Patrik Åberg","0:08","2009-07-15","call","XC40391","?","Indonesia","https://xeno-canto.org/40391/download","Megapodius","mp3s/Megapodius1326.mp3"
"1328",1328,"New Guinea Scrubfowl","Megapodius decollatus","Iain Woxvold","2:16","2017-12-06","call, song, calls","XC558605","02:50","Papua New Guinea","https://xeno-canto.org/558605/download","Megapodius","mp3s/Megapodius1327.mp3"
"1329",1329,"New Guinea Scrubfowl","Megapodius decollatus","Iain Woxvold","0:18","2010-06-14","song","XC557699","09:15","Papua New Guinea","https://xeno-canto.org/557699/download","Megapodius","mp3s/Megapodius1328.mp3"
"1330",1330,"New Guinea Scrubfowl","Megapodius decollatus","Bas van Balen","2:28","2007-05-04","song","XC140886","08:08","Indonesia","https://xeno-canto.org/140886/download","Megapodius","mp3s/Megapodius1329.mp3"
"1331",1331,"New Guinea Scrubfowl","Megapodius decollatus","Bas van Balen","3:02","2000-09-10","","XC140704","01:35","Indonesia","https://xeno-canto.org/140704/download","Megapodius","mp3s/Megapodius1330.mp3"
"1332",1332,"New Guinea Scrubfowl","Megapodius decollatus","Iain Woxvold","0:11","2010-06-15","call, calls","XC557700","18:10","Papua New Guinea","https://xeno-canto.org/557700/download","Megapodius","mp3s/Megapodius1331.mp3"
"1333",1333,"Orange-footed Scrubfowl","Megapodius reinwardt","nick talbot","0:11","2022-06-12","call","XC738801","08:00","Australia","https://xeno-canto.org/738801/download","Megapodius","mp3s/Megapodius1332.mp3"
"1334",1334,"Orange-footed Scrubfowl","Megapodius reinwardt","nick talbot","0:07","2022-06-12","song","XC733453","08:00","Australia","https://xeno-canto.org/733453/download","Megapodius","mp3s/Megapodius1333.mp3"
"1335",1335,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","3:00","2022-03-08","call","XC708007","07:56","Australia","https://xeno-canto.org/708007/download","Megapodius","mp3s/Megapodius1334.mp3"
"1336",1336,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:32","2021-11-20","duet","XC688708","07:45","Australia","https://xeno-canto.org/688708/download","Megapodius","mp3s/Megapodius1335.mp3"
"1337",1337,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:25","2021-09-16","duet, song","XC679734","07:22","Australia","https://xeno-canto.org/679734/download","Megapodius","mp3s/Megapodius1336.mp3"
"1338",1338,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:42","2021-08-13","call, duet","XC675310","07:39","Australia","https://xeno-canto.org/675310/download","Megapodius","mp3s/Megapodius1337.mp3"
"1339",1339,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:23","2021-08-13","call, duet","XC675309","07:37","Australia","https://xeno-canto.org/675309/download","Megapodius","mp3s/Megapodius1338.mp3"
"1340",1340,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","1:16","2021-08-21","call, duet","XC670811","06:44","Australia","https://xeno-canto.org/670811/download","Megapodius","mp3s/Megapodius1339.mp3"
"1341",1341,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:35","2021-08-21","call, duet","XC670810","06:47","Australia","https://xeno-canto.org/670810/download","Megapodius","mp3s/Megapodius1340.mp3"
"1342",1342,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","1:02","2021-08-09","call, duet","XC669121","08:26","Australia","https://xeno-canto.org/669121/download","Megapodius","mp3s/Megapodius1341.mp3"
"1343",1343,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:07","2021-06-29","dawn song","XC664966","06:35","Australia","https://xeno-canto.org/664966/download","Megapodius","mp3s/Megapodius1342.mp3"
"1344",1344,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:22","2021-06-09","alarm call","XC664143","08:19","Australia","https://xeno-canto.org/664143/download","Megapodius","mp3s/Megapodius1343.mp3"
"1345",1345,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","0:52","2021-06-08","song","XC664141","06:21","Australia","https://xeno-canto.org/664141/download","Megapodius","mp3s/Megapodius1344.mp3"
"1346",1346,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","James Lambert","1:24","2021-04-19","call","XC641033","18:56","Australia","https://xeno-canto.org/641033/download","Megapodius","mp3s/Megapodius1345.mp3"
"1347",1347,"Orange-footed Scrubfowl","Megapodius reinwardt","Meena Haribal","1:44","2010-10-05","call","XC626776","07:30","Australia","https://xeno-canto.org/626776/download","Megapodius","mp3s/Megapodius1346.mp3"
"1348",1348,"Orange-footed Scrubfowl","Megapodius reinwardt","Meena Haribal","3:49","2010-10-05","call","XC626775","07:30","Australia","https://xeno-canto.org/626775/download","Megapodius","mp3s/Megapodius1347.mp3"
"1349",1349,"Orange-footed Scrubfowl","Megapodius reinwardt","AUDEVARD Aurélien","0:04","2019-12-05","song","XC539197","06:30","Australia","https://xeno-canto.org/539197/download","Megapodius","mp3s/Megapodius1348.mp3"
"1350",1350,"Orange-footed Scrubfowl","Megapodius reinwardt","AUDEVARD Aurélien","0:05","2019-12-05","alarm call, song","XC539187","06:30","Australia","https://xeno-canto.org/539187/download","Megapodius","mp3s/Megapodius1349.mp3"
"1351",1351,"Orange-footed Scrubfowl","Megapodius reinwardt castanonotus","Marc Anderson","0:16","2020-01-21","song","XC529057","06:30","Australia","https://xeno-canto.org/529057/download","Megapodius","mp3s/Megapodius1350.mp3"
"1352",1352,"Orange-footed Scrubfowl","Megapodius reinwardt castanonotus","Marc Anderson","0:14","2020-01-21","call","XC529056","06:30","Australia","https://xeno-canto.org/529056/download","Megapodius","mp3s/Megapodius1351.mp3"
"1353",1353,"Orange-footed Scrubfowl","Megapodius reinwardt castanonotus","Marc Anderson","4:29","2020-01-18","song","XC524671","04:30","Australia","https://xeno-canto.org/524671/download","Megapodius","mp3s/Megapodius1352.mp3"
"1354",1354,"Orange-footed Scrubfowl","Megapodius reinwardt castanonotus","Marc Anderson","1:39","2020-01-13","song","XC523656","17:00","Australia","https://xeno-canto.org/523656/download","Megapodius","mp3s/Megapodius1353.mp3"
"1355",1355,"Orange-footed Scrubfowl","Megapodius reinwardt","David Edwards","0:34","2012-09-16","song","XC521691","08:00","Australia","https://xeno-canto.org/521691/download","Megapodius","mp3s/Megapodius1354.mp3"
"1356",1356,"Orange-footed Scrubfowl","Megapodius reinwardt","David Edwards","0:17","2012-09-16","song","XC521690","08:00","Australia","https://xeno-canto.org/521690/download","Megapodius","mp3s/Megapodius1355.mp3"
"1357",1357,"Orange-footed Scrubfowl","Megapodius reinwardt castanonotus","James Lambert","0:42","2019-12-27","call","XC517546","07:08","Australia","https://xeno-canto.org/517546/download","Megapodius","mp3s/Megapodius1356.mp3"
"1358",1358,"Orange-footed Scrubfowl","Megapodius reinwardt tumulus","Barry Edmonston","0:21","2019-08-25","call","XC501907","08:30","Australia","https://xeno-canto.org/501907/download","Megapodius","mp3s/Megapodius1357.mp3"
"1359",1359,"Orange-footed Scrubfowl","Megapodius reinwardt castanonotus","Marc Anderson","0:13","2018-09-05","call","XC440065","18:00","Australia","https://xeno-canto.org/440065/download","Megapodius","mp3s/Megapodius1358.mp3"
"1360",1360,"Orange-footed Scrubfowl","Megapodius reinwardt yorki","Marc Anderson","3:16","2018-08-29","song","XC436325","03:00","Australia","https://xeno-canto.org/436325/download","Megapodius","mp3s/Megapodius1359.mp3"
"1361",1361,"Orange-footed Scrubfowl","Megapodius reinwardt yorki","Marc Anderson","8:30","2018-08-29","song","XC436322","01:30","Australia","https://xeno-canto.org/436322/download","Megapodius","mp3s/Megapodius1360.mp3"
"1362",1362,"Orange-footed Scrubfowl","Megapodius reinwardt yorki","Marc Anderson","0:43","2018-08-29","song","XC435818","02:00","Australia","https://xeno-canto.org/435818/download","Megapodius","mp3s/Megapodius1361.mp3"
"1363",1363,"Plain Chachalaca","Ortalis vetula","Jarrod Swackhamer","0:05","2019-04-17","call","XC521477","07:30","Mexico","https://xeno-canto.org/521477/download","Ortalis","mp3s/Ortalis1362.mp3"
"1364",1364,"Plain Chachalaca","Ortalis vetula","Peter Paul","0:16","2015-04-11","call","XC356869","07:00","Belize","https://xeno-canto.org/356869/download","Ortalis","mp3s/Ortalis1363.mp3"
"1365",1365,"Plain Chachalaca","Ortalis vetula","Jorge Gabriel Campos","0:09","2016-06-15","","XC328936","04:30","Costa Rica","https://xeno-canto.org/328936/download","Ortalis","mp3s/Ortalis1364.mp3"
"1366",1366,"Plain Chachalaca","Ortalis vetula","Jorge de Leon Cardozo","0:29","2014-01-01","call","XC166120","11:30","United States","https://xeno-canto.org/166120/download","Ortalis","mp3s/Ortalis1365.mp3"
"1367",1367,"Plain Chachalaca","Ortalis vetula","Timothy Marquardt","1:28","2022-07-07","song","XC736410","18:11","United States","https://xeno-canto.org/736410/download","Ortalis","mp3s/Ortalis1366.mp3"
"1368",1368,"Plain Chachalaca","Ortalis vetula","Aziza Cooper","0:22","2019-10-31","call, song","XC639135","05:00","Mexico","https://xeno-canto.org/639135/download","Ortalis","mp3s/Ortalis1367.mp3"
"1369",1369,"Plain Chachalaca","Ortalis vetula","Simon Elliott","1:01","2018-03-11","call","XC597462","16:00","Costa Rica","https://xeno-canto.org/597462/download","Ortalis","mp3s/Ortalis1368.mp3"
"1370",1370,"Plain Chachalaca","Ortalis vetula","Michael Hurben","0:53","2020-09-14","call","XC589982","07:00","Mexico","https://xeno-canto.org/589982/download","Ortalis","mp3s/Ortalis1369.mp3"
"1371",1371,"Plain Chachalaca","Ortalis vetula","Matt Wistrand","0:47","2019-07-07","call","XC486452","09:31","Honduras","https://xeno-canto.org/486452/download","Ortalis","mp3s/Ortalis1370.mp3"
"1372",1372,"Plain Chachalaca","Ortalis vetula","Camilo E. Sánchez Sarria","1:07","2019-03-28","call, song","XC463891","04:30","Mexico","https://xeno-canto.org/463891/download","Ortalis","mp3s/Ortalis1371.mp3"
"1373",1373,"Plain Chachalaca","Ortalis vetula vetula","Joren van Schie","1:44","2017-04-15","call","XC411898","08:50","Mexico","https://xeno-canto.org/411898/download","Ortalis","mp3s/Ortalis1372.mp3"
"1374",1374,"Plain Chachalaca","Ortalis vetula","Nick Komar","0:11","2017-10-25","call","XC391574","14:00","Mexico","https://xeno-canto.org/391574/download","Ortalis","mp3s/Ortalis1373.mp3"
"1375",1375,"Plain Chachalaca","Ortalis vetula","Leonardo Guzman Hernandez","0:06","2017-07-23","call, song","XC382874","09:00","Mexico","https://xeno-canto.org/382874/download","Ortalis","mp3s/Ortalis1374.mp3"
"1376",1376,"Plain Chachalaca","Ortalis vetula","Manuel Grosselet","1:32","2017-07-17","call, song","XC381089","09:30","Mexico","https://xeno-canto.org/381089/download","Ortalis","mp3s/Ortalis1375.mp3"
"1377",1377,"Plain Chachalaca","Ortalis vetula","Oscar Humberto Marin-Gomez","8:25","2016-06-17","song","XC360695","07:00","Mexico","https://xeno-canto.org/360695/download","Ortalis","mp3s/Ortalis1376.mp3"
"1378",1378,"Plain Chachalaca","Ortalis vetula","Guillermo Funes","0:46","2016-12-03","song","XC358311","06:00","Belize","https://xeno-canto.org/358311/download","Ortalis","mp3s/Ortalis1377.mp3"
"1379",1379,"Plain Chachalaca","Ortalis vetula","Mike McCloy","0:07","2017-01-04","call","XC356208","07:00","Belize","https://xeno-canto.org/356208/download","Ortalis","mp3s/Ortalis1378.mp3"
"1380",1380,"Plain Chachalaca","Ortalis vetula vetula","Alfonso Auerbach","0:25","2016-07-26","song","XC328645","08:30","Honduras","https://xeno-canto.org/328645/download","Ortalis","mp3s/Ortalis1379.mp3"
"1381",1381,"Plain Chachalaca","Ortalis vetula","Paul Marvin","1:36","2015-05-12","call","XC288925","14:02","United States","https://xeno-canto.org/288925/download","Ortalis","mp3s/Ortalis1380.mp3"
"1382",1382,"Plain Chachalaca","Ortalis vetula vetula","Frank Lambert","1:02","2015-03-21","call, song","XC260261","10:19","Mexico","https://xeno-canto.org/260261/download","Ortalis","mp3s/Ortalis1381.mp3"
"1383",1383,"Plain Chachalaca","Ortalis vetula vetula","Oliver Komar","1:44","2014-10-17","call","XC235789","07:00","Honduras","https://xeno-canto.org/235789/download","Ortalis","mp3s/Ortalis1382.mp3"
"1384",1384,"Plain Chachalaca","Ortalis vetula","Nick Komar","0:23","2015-03-20","song","XC233104","06:30","Guatemala","https://xeno-canto.org/233104/download","Ortalis","mp3s/Ortalis1383.mp3"
"1385",1385,"Plain Chachalaca","Ortalis vetula","Peter Boesman","0:25","1998-11-16","song","XC227000","09:00","Mexico","https://xeno-canto.org/227000/download","Ortalis","mp3s/Ortalis1384.mp3"
"1386",1386,"Plain Chachalaca","Ortalis vetula","Héctor Perdomo-Velázquez","0:49","2010-07-13","song","XC165113","07:30","Mexico","https://xeno-canto.org/165113/download","Ortalis","mp3s/Ortalis1385.mp3"
"1387",1387,"Plain Chachalaca","Ortalis vetula","Paul Marvin","3:26","2012-04-12","song","XC147484","08:59","United States","https://xeno-canto.org/147484/download","Ortalis","mp3s/Ortalis1386.mp3"
"1388",1388,"Plain Chachalaca","Ortalis vetula","Paul Marvin","0:08","2012-04-12","song","XC147483","08:52","United States","https://xeno-canto.org/147483/download","Ortalis","mp3s/Ortalis1387.mp3"
"1389",1389,"Plain Chachalaca","Ortalis vetula","Paul Marvin","1:58","2012-04-12","call","XC147482","08:42","United States","https://xeno-canto.org/147482/download","Ortalis","mp3s/Ortalis1388.mp3"
"1390",1390,"Plain Chachalaca","Ortalis vetula","Paul Marvin","2:59","2012-04-12","call, song","XC147481","08:28","United States","https://xeno-canto.org/147481/download","Ortalis","mp3s/Ortalis1389.mp3"
"1391",1391,"Plain Chachalaca","Ortalis vetula","Paul Marvin","3:44","2012-04-12","call, song","XC147480","08:22","United States","https://xeno-canto.org/147480/download","Ortalis","mp3s/Ortalis1390.mp3"
"1392",1392,"Plain Chachalaca","Ortalis vetula","Melvin Bonilla","0:08","2013-04-13","song","XC147383","07:28","El Salvador","https://xeno-canto.org/147383/download","Ortalis","mp3s/Ortalis1391.mp3"
"1393",1393,"Grey-headed Chachalaca","Ortalis cinereiceps","Jeff Norris","0:17","2017-09-17","song","XC402162","06:00","Costa Rica","https://xeno-canto.org/402162/download","Ortalis","mp3s/Ortalis1392.mp3"
"1394",1394,"Grey-headed Chachalaca","Ortalis cinereiceps","Kent Livezey","0:33","2021-05-20","song","XC652051","16:24","Panama","https://xeno-canto.org/652051/download","Ortalis","mp3s/Ortalis1393.mp3"
"1395",1395,"Grey-headed Chachalaca","Ortalis cinereiceps","Kent Livezey","6:18","2021-02-14","alarm call","XC621655","11:32","Panama","https://xeno-canto.org/621655/download","Ortalis","mp3s/Ortalis1394.mp3"
"1396",1396,"Grey-headed Chachalaca","Ortalis cinereiceps","Kent Livezey","1:33","2020-10-22","song","XC597685","16:31","Panama","https://xeno-canto.org/597685/download","Ortalis","mp3s/Ortalis1395.mp3"
"1397",1397,"Grey-headed Chachalaca","Ortalis cinereiceps","Simon Elliott","0:17","2018-02-26","call","XC592515","17:00","Costa Rica","https://xeno-canto.org/592515/download","Ortalis","mp3s/Ortalis1396.mp3"
"1398",1398,"Grey-headed Chachalaca","Ortalis cinereiceps","MiriamEaglemon","0:18","2019-07-22","alarm call","XC500141","14:00","Costa Rica","https://xeno-canto.org/500141/download","Ortalis","mp3s/Ortalis1397.mp3"
